,X,Y,phi
0,372.25748000000004,476.9818200000001,0.0
1,372.25748000000004,476.9818200000001,0.0
2,372.25748000000004,476.9818200000001,0.0
3,372.25748000000004,476.9818200000001,0.0
4,372.25748000000004,476.9818200000001,0.0
5,372.25748000000004,476.9818200000001,0.0
6,372.25748000000004,476.9818200000001,0.0
7,372.25748000000004,476.9818200000001,0.0
8,372.25748000000004,476.9818200000001,0.0
9,372.25748000000004,476.9818200000001,0.0
10,372.25748000000004,476.9818200000001,0.0
11,372.25748000000004,476.9818200000001,0.0
12,372.25748000000004,476.9818200000001,0.0
13,372.25748000000004,476.9818200000001,0.0
14,372.25748000000004,476.9818200000001,0.0
15,372.25748000000004,476.9818200000001,0.0
16,372.25748000000004,476.9818200000001,0.0
17,372.25748000000004,476.9818200000001,0.0
18,372.25748000000004,476.9818200000001,0.0
19,372.25748000000004,476.9818200000001,0.0
20,372.25748000000004,476.9818200000001,0.0
21,372.25748000000004,476.9818200000001,0.0
22,372.25748000000004,476.9818200000001,0.0
23,372.25748000000004,476.9818200000001,0.0
24,372.25748000000004,476.9818200000001,0.0
25,372.25748000000004,476.9818200000001,0.0
26,372.25748000000004,476.9818200000001,0.0
27,372.25748000000004,476.9818200000001,0.0
28,372.25748000000004,476.9818200000001,0.0
29,372.25748000000004,476.9818200000001,0.0
30,372.25748000000004,476.9818200000001,0.0
31,372.25748000000004,476.9818200000001,0.0
32,372.25748000000004,476.9816593449001,0.0
33,372.25748000000004,476.9811773796001,0.0
34,372.25748000000004,476.9802134490001,0.0
35,372.25748000000004,476.97860689800007,0.0
36,372.25748000000004,476.9761970715001,0.0
37,372.25748000000004,476.9728233144001,0.0
38,372.25748000000004,476.9686602120001,0.0
39,372.25748000000004,476.96337536880014,0.0
40,372.25748000000004,476.9568348456001,0.0
41,372.25748000000004,476.9489047032001,0.0
42,372.25748000000004,476.9394510024001,0.0
43,372.25748000000004,476.9283398040001,0.0
44,372.25748000000004,476.9154371688001,0.0
45,372.25748000000004,476.8995450996001,0.0
46,372.25748000000004,476.8825201716001,0.0
47,372.25748000000004,476.8632936180001,0.0
48,372.25748000000004,476.84173149960014,0.0
49,372.25748000000004,476.81602446000016,0.0
50,372.25748000000004,476.78735947650017,0.0
51,372.25748000000004,476.75762654370016,0.0
52,372.25748000000004,476.72500554690015,0.0
53,372.25748000000004,476.68692472920014,0.0
54,372.25748000000004,476.64526224780013,0.0
55,372.25748000000004,476.6027438766001,0.0
56,372.25748000000004,476.5536745836001,0.0
57,372.25748000000004,476.5005511119001,0.0
58,372.25748000000004,476.4432128064001,0.0
59,372.25748000000004,476.3814990120001,0.0
60,372.25748000000004,476.3194056360001,0.0
61,372.25748000000004,476.25316851600013,0.0
62,372.25748000000004,476.1779530224001,0.0
63,372.25748000000004,476.0977383201001,0.0
64,372.25748000000004,476.01236375400015,0.0
65,372.25748000000004,475.9273066068002,0.0
66,372.25748000000004,475.83146166420016,0.0
67,372.25748000000004,475.7299843428002,0.0
68,372.25748000000004,475.6293531012002,0.0
69,372.25748000000004,475.52346474600023,0.0
70,372.25748000000004,475.4048629251002,0.0
71,372.25748000000004,475.2877043187002,0.0
72,372.25748000000004,475.1648784099002,0.0
73,372.25748000000004,475.0362512595002,0.0
74,372.25748000000004,474.8928751992002,0.0
75,372.25748000000004,474.7426287708002,0.0
76,372.25748000000004,474.5950005660002,0.0
77,372.25748000000004,474.4410186204002,0.0
78,372.25748000000004,474.2700793704002,0.0
79,372.25748000000004,474.1025653800002,0.0
80,372.25748000000004,473.9169364725002,0.0
81,372.25748000000004,473.72350161720016,0.0
82,372.25748000000004,473.52210015900016,0.0
83,372.25748000000004,473.31257144280016,0.0
84,372.25748000000004,473.0947548135001,0.0
85,372.25748000000004,472.88227544550017,0.0
86,372.25748000000004,472.6479163440002,0.0
87,372.25748000000004,472.41959134080014,0.0
88,372.25748000000004,472.1680843920002,0.0
89,372.25748000000004,471.9233439888002,0.0
90,372.25748000000004,471.67044166560015,0.0
91,372.25748000000004,471.40924348320016,0.0
92,372.25748000000004,471.13961550240015,0.0
93,372.25748000000004,470.8614237840001,0.0
94,372.25748000000004,470.57453438880015,0.0
95,372.25748000000004,470.2788133776001,0.0
96,372.25748000000004,469.9741268112001,0.0
97,372.25748000000004,469.6603407504001,0.0
98,372.25748000000004,469.3165099296001,0.0
99,372.25748000000004,468.98352870720015,0.0
100,372.25748000000004,468.6189911673001,0.0
101,372.25748000000004,468.24354798120015,0.0
102,372.25748000000004,467.8803953844002,0.0
103,372.25748000000004,467.48332824420015,0.0
104,372.25748000000004,467.09954744100014,0.0
105,372.25748000000004,466.6802509716002,0.0
106,372.25748000000004,466.27527219720014,0.0
107,372.25748000000004,465.8598126804002,0.0
108,372.25748000000004,465.40639451310017,0.0
109,372.25748000000004,464.9688910107002,0.0
110,372.25748000000004,464.4917392488002,0.0
111,372.25748000000004,464.0316219960002,0.0
112,372.25748000000004,463.5301312644002,0.0
113,372.25748000000004,463.0468304964002,0.0
114,372.25748000000004,462.55208629800023,0.0
115,372.25748000000004,462.0457647300002,0.0
116,372.25748000000004,461.49456764400026,0.0
117,372.25748000000004,460.9299794829002,0.0
118,372.25748000000004,460.3866064605002,0.0
119,372.25748000000004,459.83110356930024,0.0
120,372.25748000000004,459.2633368701002,0.0
121,372.25748000000004,458.6460794076002,0.0
122,372.25748000000004,458.01465594540025,0.0
123,372.25748000000004,457.3689058284002,0.0
124,372.25748000000004,456.7086684015002,0.0
125,372.25748000000004,456.0743014815002,0.0
126,372.25748000000004,455.3854874592002,0.0
127,372.25748000000004,454.6817136120002,0.0
128,372.25748000000004,453.9628192848002,0.0
129,372.25748000000004,453.2726850000002,0.0
130,372.25748000000004,452.56888891680023,0.0
131,372.25748000000004,451.8512970960002,0.0
132,372.25748000000004,451.07312103690026,0.0
133,372.25748000000004,450.2790495732002,0.0
134,372.25748000000004,449.46892204980026,0.0
135,372.25748000000004,448.64257781160023,0.0
136,372.25748000000004,447.8503431396003,0.0
137,372.25748000000004,446.99206522590026,0.0
138,372.25748000000004,446.1170980824003,0.0
139,372.25748000000004,445.2252810540003,0.0
140,372.25748000000004,444.3164534856002,0.0
141,372.25748000000004,443.39045472210023,0.0
142,372.25748000000004,442.5035820645002,0.0
143,372.25748000000004,441.54379681080025,0.0
144,372.25748000000004,440.6248488540002,0.0
145,372.25748000000004,439.6306717350002,0.0
146,372.25748000000004,438.6790787142002,0.0
147,372.25748000000004,437.7114548454002,0.0
148,372.25748000000004,436.7276661894002,0.0
149,372.25748000000004,435.6639815580002,0.0
150,372.25748000000004,434.5817270871002,0.0
151,372.25748000000004,433.5465512967002,0.0
152,372.25748000000004,432.4946582199002,-0.003860112926702186
153,372.25754958097656,431.4259139199257,-0.011703740797329942
154,372.25776390113145,430.34018447537716,-0.023655467437251332
155,372.25823187076725,429.1672617026443,-0.041138327379940165
156,372.25905922619427,427.97484316840394,-0.0635576637657067
157,372.2602809346168,426.8351635880066,-0.08916309071609874
158,372.26213173778467,425.6044469502372,-0.1216050802190125
159,372.26469691037664,424.3537631552702,-0.15943976544113525
160,372.26791026424405,423.15882868588693,-0.19996133375778413
161,372.27226056155183,421.8689334080799,-0.24871577280103452
162,372.27775728680234,420.5586016215902,-0.3033308753650772
163,372.2845664172261,419.22767448704326,-0.3639683106217717
164,372.2923689551584,417.95666211961293,-0.4265133443127809
165,372.30223417419916,416.58530871412125,-0.4265133443127809
166,372.3116533142305,415.2759642682057,-0.4265133443127809
167,372.32181383702,413.86356100870984,-0.4265133443127809
168,372.33212820200146,412.42977231285454,-0.4265133443127809
169,372.3419730785705,411.0612466923115,-0.4265133443127809
170,372.3525893455075,409.5854909328658,-0.4265133443127809
171,372.36336285371283,408.08787723515263,-0.4265133443127809
172,372.37429475887234,406.5682449485233,-0.4265133443127809
173,372.3853862166721,405.026433422329,-0.4265133443127809
174,372.3959675331071,403.55553609426744,-0.4265133443127809
175,372.4066921103746,402.06472423319127,-0.4265133443127809
176,372.41824985745615,400.45809433936296,-0.4265133443127809
177,372.4292729851193,398.9257813113874,-0.4265133443127809
178,372.4404423243423,397.3731435729622,-0.4265133443127809
179,372.45247596209646,395.7003606325807,-0.4330357577049426
180,372.4641253989173,394.10537709826906,-0.44510762487689703
181,372.47625524916384,392.4896613025644,-0.46326445457509635
182,372.4890429509909,390.8530808462674,-0.4876591039200804
183,372.5035404255447,389.0905008614596,-0.5207995605660898
184,372.51923286133257,387.3040499273173,-0.5613469810070058
